medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	platform	key	developer	esrbrating	players
game							5026555240345	B0000DG2T8	uk	Grand Theft Auto III & Vice City Double Pack (Xbox)	Grand Theft Auto III & Vice City Double Pack (Xbox)				Video Game		Games/ Action & Adventure	&#x00a3;39.99	&#x00a3;10.85		4.5	This pack contains both Grand Theft Auto III and Grand Theft Auto: Vice City./ Ever fancied being a tooled-up hoodlum, living on the wrong side of the law and mixing it up with street gangs in a war over turf, drugs and cold, hard cash? Welcome to Grand Theft Auto III. Big brother of previous outings on the PSone and PC, GTA III has gone fully 3-D to bring Liberty City to life. Any worries about graphics speed on the PS2 are quickly dispelled the first time you carjack a taxi and take off like a lunatic, mowing down the innocent and incurring the wrath of the law./ It has to be said that GTA III fully warrants its 18 certificate, dealing as it does with mob warfare, indiscriminate murder, auto crime, prostitution and more. The language gets a little "fruity" from time to time and you can't help but wince as you watch innocents get in the way of a good firefight. At the end of the day, though, this is a game and nothing more; thankfully, it's a good game, a very, very good game. --Chris Russell/ There can't be a more sure-fire hit in the gaming world than Grand Theft Auto: Vice City. Not quite a full-blown sequel, but far more than the average lazy mission disk, it relocates the action of the previous game from the NYC-styled Liberty City to the Miami-influenced metropolis of the title. As the game starts you take control of Tommy Vercetti (voiced by Goodfellas star Ray Liotta) who gets involved in a bungled drug deal and must set himself up from scratch as a crime boss. Unlike GTA III, you're not restricted to being a small-time hood any more; the game now allows you to purchase property (porn studios, strip clubs, cab companies and so on) and run extortion rackets. This cleverly widens the scope of the game while keeping the controls and gameplay pretty much the same. Indeed, in most respects the game is very similar to its predecessor--the graphics, for example, are improved but hardly ground-breaking--though there are numerous minor additions, most notably the chance to ride motorbikes--which is particularly satisfying--and fly proper aircraft. --Harrison Wilder/ 		Rockstar	2004-01-02 12:00:00 +0000		2007-02-11 15:29:22 -0500										Xbox			Adults Only	
game							0882224024259	B000930DA0	us	Halo 2 Multiplayer Map Pack	Halo 2 Multiplayer Map Pack				Video Game		Adventure	$19.99	$16.25		4	The Halo 2 Multiplayer Map Pack is a collection of multiplayer maps, with non-playable video content. Learn about your favorite game and play on all-new maps to add to the thrills.		Microsoft	2006-06-15 12:00:00 +0000		2007-02-11 15:27:08 -0500										Xbox			Mature	
game							0010086640083	B00005V5LO	us	JSRF- Jet Set Radio Future	JSRF- Jet Set Radio Future				Video Game		Xbox/ Action		$5.00		4	You say you want a revolution? The setting is Tokyo, the year 2024. Freedom is a valuable commodity, and freedom of expression even more so. The thumping beats and mean streets of the original freeform counterculture skating game Jet Grind Radio are back in Jet Set Radio Future. Featuring unique comic-style graphics, new tricks, and hot tunes, Jet Set Radio Future brings the hip skate game into a brave new world. Choose a character, strap on your rocket-powered skates, and immerse yourself in living, breathing cities filled with opportunity. Along the way, you'll compete with rival gangs, be chased by cops, and perhaps discover something unthinkable. Join up with a friend and work together to reach new places, create new attacks, and perform astounding stunts. Wherever your adventure takes you, it's all about extreme skating, extreme action, and, of course, extreme style.					2007-02-11 15:32:14 -0500										Xbox			Everyone	
game							0650008499018	B00005RDYT	us	Kabuki Warriors	Kabuki Warriors						More Big Toy Book Store/ Xbox/ Collections/ Fighting	$49.99	$4.15		2	As an actor//samurai for a troop of Kabuki warriors trying to travel from Edo to Kyoto, you possess both strength and style. Along the way, you'll have to fight other Kabuki troops, garner the favor of the crowd to receive tips, and trade warriors with your defeated counterparts. When you arrive in Kyoto, you will need a very accomplished group of samurai to defeat the city's star troop./ Battle in winner-take-all competitions on stages across Japan, pummeling opponents and striking dramatic poses to gain the crowd's favor and maxing out the popularity bar to perform devastating special attacks. The game includes 24 characters, each with different weapons and unique attacks such as fireballs, fire storms, lightning, and tornadoes. Life and popularity bars affect attack abilities. Game modes include adventure, time attack, tournament, and versus. Graphic effects such as bump mapping, particle effects, and vertex shading produce lifelike warriors and spectacular action./ 		Crave Entertainment	29-11-2001		07-07-2005										Xbox			Rating Pending	
game							0014633145168	B0000690ZV	us	Madden NFL 2003	Madden NFL 2003						Xbox/ Outlet/ EA Sports/ Football & Baseball/ Select Video Games	$49.99	$1.41		4	EA's Madden NFL 2003 maintains the series' status as one of the most engaging game franchises ever. This perennial favorite has updated everything from the spanking new venues (including the Seattle Seahawks Stadium) to the ability to now list pre-existing injuries to current players. If you haven't played previous versions, learning all the controls can be a daunting task. You can control everything from calling audibles to throwing a touch or bullet pass--all while the play clock runs down. But half the fun of this game is in the level of detail you can control, including off-season drafts and free-agent signings, game time, weather, and sensitivity to penalties. Madden NFL 2003 has taken video sports gameplay beyond the action on the field--although the gameplay is seamless and the graphics are impressive on the Xbox. They've created a world where you are equally the owner, general manager, coach, and player. The time and attention you must dedicate to creating your team, along with superbly realistic gameplay and sportscasting, immerse you in your team's fate, making the action all the more compelling. --Sung Nicholas Kim		Electronic Arts	13-08-2002		07-07-2005										Xbox			Everyone	
game							0805529097704	B00006LELH		Mech Assault					Video Game		Video Games/ Xbox (x box)/ Microsoft/ Action/ Adventure	$49.99			3.96			Microsoft	15-11-2002		20-02-2005										Xbox			Teen	
game							5037930081248	B00029P91O	uk	Midway Arcade Treasures 2	Midway Arcade Treasures 2 (Xbox)				Video Game		Games/ Classic & Retro/ Retro Gaming	&#x00a3;14.99	&#x00a3;1.99		3.5			Midway Games Ltd	2004-10-29 12:00:00 +0000		2007-02-11 15:34:30 -0500										Xbox				
game							0031719300464	B00019AZAK	us	Mortal Kombat Deception	Mortal Kombat Deception				Video Game		Fighting/ Action/ Video Games	$19.95	$4.99		4.5	Mortal Kombat: Deception pushes martial arts-style fighting to new heights. The game features an innovative fighting systems, returning and new characters and the deadliest combinations. Unparalleled violence and brutality as you face the deadliest martial arts battles you've ever seen!		Midway	2006-07-07 12:00:00 +0000		2007-02-11 15:26:10 -0500										Xbox			Mature	
game							0805529273474	B000086JXD		Phantasy Star Online					Video Game		Video Games/ Xbox (x box)/ Microsoft/ Action/ Adventure				4.27			Microsoft	18-04-2003		21-02-2005										Xbox			Rating Pending	
game							0710425294143	B0002FQVB0	us	Robotech Invasion	Robotech Invasion				Video Game		Action/ Video Games	$19.99	$7.97		4.5	In the 21st century, humankind was freed from the confines of the solar system through the discovery of an alien technology known as Robotech. Contact with the stars also brought war with the Invid, a race of parasitic aliens bent on conquering and transforming the Earth into their new home world. Now it is up to the battle-hardened survivors of Robotech Expedition to lead the way for one final attempt to liberate the Earth from the Invid Invaders!/ / 		Global Star	2004-10-05 12:00:00 +0000		2007-02-11 15:31:26 -0500										Xbox			Teen	
game							0010086640106	B000069BCI	us	Sega GT 2002	Sega GT 2002				Video Game		Xbox/ Car/ Video Games/ Kids & Family Games	$29.99	$0.38		4			SPIG			2007-02-11 15:32:29 -0500										Xbox			Everyone	
game							0070309877344	B0009I98XI	us	Star Wars: The Clone Wars & Tetris Worlds	Star Wars The Clone Wars & Tetris Worlds [1 Disc // XBOX]							$19.99	$9.00			Star Wars The Clone Wars Features: Mission-based vehicular combat game Take over where Episode II leaves off, at the start of the epic Clone Wars Undertake missions ranging from intense close-combat engagements to enormous battles Pilot a number of Star Wars vehicles including the Republic gunship, speeder bike, fighter tank, assault walker, and even a maru Five multiplayer modes: team-based strategy, deathmatch, king-of-the-hill, co-op endurance, and conquest (Xbox Live) For 1 to 4 players, 1 to 8 players over LAN or Xbox Live Tetris Worlds Features: Features: Take the stop online with the world's most popular electronic game Six variations of gameplay including the all new Hot-Line Tetris, Fusion Tetris and Cascade Tetris Simple gameplay, easy to pick up without instruction and completely addictive Xbox Live: Go online and test your Tetris skills against other people all over the world For 1 or more players over Xbox Live		Radical Entertainment, THQ, Microsoft			07-07-2005										Xbox			Everyone	
game							0008888510048	B00006LU9L	us	Tom Clancy's Ghost Recon	Tom Clancy's Ghost Recon						Xbox/ Games/ Outlet/ Military & Espionage/ Collections/ Massively Multiplayer/ Electronics/ Video Games/ Select Xbox Games	$49.99	$5.00		4	Set in the year 2008, Ghost Recon is a Tom Clancy-inspired war game that puts you in command of a Special Forces unit pitted against Russian ultranationalists trying to rebuild the former Soviet Union. Although the story arc is grand in scale (in keeping with Clancy's style), the game doesn't involve you in the war's major battles. You'll actually spend most of your time behind enemy lines--rescuing downed fighter pilots, knocking out enemy patrols, ambushing armor columns./ You control a six-man squad, divided into two teams, and you have the opportunity to handpick your squad members (and their equipment) after each mission briefing. You can switch your point of view to any of the six active soldiers--the soldier you control automatically becomes the leader of his team, while the other team operates according to orders you give via a map interface. Thus, you can move one team into a covering position, leave them with orders to provide cover fire, and then lead the other team in to reach your objective. Or, break up your squad and try to achieve two objectives simultaneously./ The level of detail and realism is incredible, right down to the way the soldiers communicate in hushed tones and with gestures. The complexity of the game requires an elaborate controller setup that takes a while to get used to (luckily there are plenty of training missions designed to help you learn the multitude of movement, weapons, and command functions). Once you get the hang of it, you'll find it's worth the time spent in boot camp. --Maile Bohlmann/ Pros:/  &#x2022; Incredible graphics and realism/  &#x2022; Wide array of tactical options integrates strategy into the action/  &#x2022; Missions are diverse and challenging/ Cons:/  &#x2022; Controls are complicated, hard to master, and sometimes counterintuitive/  &#x2022; Dramatic music and "drill sergeant" narration between missions is pretty campy/  &#x2022; Enemy soldiers sometimes behave too predictably/ Note: This review refers to the PlayStation2 version of this game./ 		UBI Soft	08-11-2002		07-07-2005										Xbox			Mature	
game							0712725001445	B00024ALF8	us	TRON 2.0 Killer APP	TRON 2.0 Killer APP				Video Game		Target/ Adventure/ Adventure//RPG	$21.99	$6.90		3	TRON 2.0: Killer App digitizes players inside the world of a war-ravaged computer system on the verge of collapse. It is 20 years after the first TRON film, and computer scientist Alan Bradley has learned to duplicate the mistake that digitized humans. When a company called fCon uses this discovery to try a world takeover, Bradley disappears. His son Jet is left to digitize himself and enter the world's computer networks, seacrhing for the truth. Intense multiplayer action over Xbox Live and system link for up to 16 players		Disney Interactive	2004-10-05 12:00:00 +0000		2007-02-11 15:30:42 -0500										Xbox			Teen	
game							0742725235045	B000067DPD		Unreal Championship					Video Game		Video Games/ Xbox (x box)/ Microsoft/ Action/ Adventure	$49.99			3.86			Atari	15-11-2002		20-02-2005										Xbox			Mature	
game							0659556745158	B00005NZ1G		HALO					Video Game		Video Games/ Xbox (x box)/ Microsoft/ Action/ Adventure	$49.99			4.56	More often than not, when a game is in development for more than three years, it does not live up to the hype. Bungie's Halo is the exception. Not only does it meet expectations, it greatly exceeds them. This sci-fi first-person shooter is a nearly perfect blend of gameplay, graphics, and sound./ / The story revolves around the conflict between humans and an alien race known as the Covenant. The aliens have discovered a powerful artifact--on the ring-shaped planet called Halo--that will shift the balance of power, and it's up to the player to stop them. In addition to several first-person-shooter levels, the game offers numerous opportunities to engage in vehicular combat. Both the enemy and allied artificial intelligence are extremely impressive. Enemies will use the terrain and layout to put you in tight spots. Allies will know when to cover and aid you. For instance, if you hop into a jeep, an ally will know to jump in and man the turret on the back of it./ / The graphics are exquisitely detailed, but only move at 30 frames per second rather than 60. The sound effects and voice acting are superb. The level design is among the best ever; most of the game is engaging and challenging without being frustrating. There's also high replay value thanks to the built-in single-player, cooperative, and deathmatch modes./ / Much like the outstanding GoldenEye 007 for Nintendo 64, Halo raises the bar for console first-person shooters. All console action games will be measured against Halo for years to come. --Raymond M. Padilla/ / Pros:/ / &#x2022;  Outstanding game design/ &#x2022;  High replay value/ &#x2022;  Impressive AI/ / Cons:/ / &#x2022;  Several maps are used multiple times/ &#x2022;  Save functions could have been better implemented/ &#x2022;  Graphics move at 30 frames per second, not 60/ / 		Microsoft	09-11-2001		15-01-2005										Xbox		Bungie	Mature	
game							0805529884236	B0002A2S26		Halo 2 Limited Edition					Video Game		Great Deals (Outlet store)/ Video Games/ Xbox (x box)/ Microsoft							Microsoft Software	09-11-2004		15-01-2005										Xbox		Bungie	Mature	
