medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	author	illustrator	pages
book								B000M18QLW	us	More About Marmaduke	More About Marmaduke				Mass Market Paperback				$19.75					Monarch Books, Inc.	18-01-1962		18-01-2007										Brad; Leeming, Phil Anderson		
book							9780965145824	0965145824	us	More Than You Ever Wanted To Know About Glass Beadmaking	More Than You Ever Wanted To Know About Glass Beadmaking				Paperback		Beadwork	$45.00	$238.37		5	This book has information on all methods of glass beadmaking. This includes wound, blown, fused, drawn, pressed and pate de verre. It has been expanded to also cover manufacture of cabochons, marbles, buttons, pentdants, paperweights and hollow vessels. You will learn how to decorate and finish these objects with frits, dots, trailings, canes, latticino, ribbons, murrine, and much more. You will learn how to modify the surface by polishing, etching, electroforming, mirroring, etc./ This is the only book to provide all the information you need to set up your own studio and operate it safely. This book has been recognized by NIOSH as an excellent source on safety information./ 		GlassWear Studios			10-02-2007										James Kervin		
book							9780843148718	0843148713	us	Morgan and Me (reissue) (Serendipity)	Morgan and Me (reissue) (Serendipity)				Paperback		Fiction	$4.99	$0.62		5	Sharing life lessons and memorable morals, the Serendipity books are a seasoned favorite with children and parents alike. So, journey to the magical, mystical land of Serendipity with these four cherished editions featuring newly revised text from the author. / / The princess and Morgan both learn that they must treat each other in the way they would like to be treated themselves.		Price Stern Sloan	05-08-2002		18-01-2007										Stephen Cosgrove		32
book							9780843176513	0843176512	us	Morgan and Yew (Serendipity Books)	Morgan and Yew (Serendipity Books)				Paperback		Fiction/ Picture Books	$4.99	$3.00		5	After countless phone calls and letters from fans, we've brought back these time-honored tales. Sharing life lessons and memorable morals, the Serendipity books are a seasoned favorite with children and parents alike. So, journey to the magical, mystical land of Serendipity with these four cherished editions featuring newly revised text from the author./ / Yew, a plain little sheep, is jealous of his friend Morgan a majestic unicorn with a magical horn. Yew wishes on the morning star that he could have Morgan's beautiful horn. But after his wish comes true, Yew realizes that looks don't mean anything compared to the love of a friend.		Price Stern Sloan	23-07-2001		18-01-2007										Stephen Cosgrove		32
book								B0000CNK31	us	Mosaics	Mosaics				Unknown Binding				$5.50					Colour library of Art Paul Hamlyn	1967-02-11 12:00:00 -0500		2007-02-11 00:56:03 -0500										P. B. Hetherington		39
book							9780965316590	0965316599	us	The Mother Tongue - English and How it Got That Way	The Mother Tongue - English and How it Got That Way				Hardcover/ Unabridged				$4.42			Hardback, with illustrated dust jacket, a humorous discussion of the English language and how it got the way it is, very informative		William Morrow	17-01-1990		17-01-2007										Bill Bryson		
book							9780140244410	0140244417	us	Mouse House	Mouse House				Paperback		Humor/ Computers & Internet/ Information Systems	$9.95	$0.74		5			Penguin (Non-Classics)	01-06-1995		18-01-2007										Jim Becker/ Andy Mayer		44
book							9781563891816	1563891816	us	Mr. Punch : The Tragical Comedy or Comical Tragedy	Mr. Punch : The Tragical Comedy or Comical Tragedy				Hardcover				$30.00					Vertigo//DC Comics	19-01-1994		19-01-2007										Neil ; McKean, Dave Gaiman		
book								B0007E8498	us	Mrs. Pepperpot to the rescue	Mrs. Pepperpot to the rescue				Unknown Binding		Children's Books		$17.54					Pantheon Books	18-01-1964		18-01-2007										Alf Pr&#x00f8;ysen		65
book							9780671521493	0671521497	us	MTV's Beavis & Butt-Head's Ensucklopedia	MTV's Beavis & Butt-Head's Ensucklopedia				Paperback		Contemporary/ Performing Arts	$10.00	$0.01		5			MTV	01-12-1994		19-01-2007										Mike Judge		96
book							9780451526816	0451526813	us	Much Ado About Nothing (Signet Classics)	Much Ado About Nothing (Signet Classics)				Paperback		Classics/ Shakespeare/ Paperback	$4.95	$0.50		2.5			Signet Classics	01-07-1998		17-01-2007										William Shakespeare		240
book							9780871916679	0871916673	us	The Muffin Muncher	The Muffin Muncher				Library Binding		Children's Books	$8.95	$2.29					Creative Co (Sd)	03-01-1981		18-01-2007										Stephen Cosgrove		
book								B00085H3IY	us	Mushrooms of field and wood	Mushrooms of field and wood				Unknown Binding				$8.00					J. Day	17-01-1929		17-01-2007										Margaret McKenny		193
book							9780393301199	0393301192	us	The Mute Stones Speak: The Story of Archaeology in Italy	The Mute Stones Speak: The Story of Archaeology in Italy				Paperback		Reference/ Rome	$16.95	$5.25					W. W. Norton & Company	03-01-1984		20-01-2007										Paul MacKendrick		491
book								B000HM2R02	us	My Friends The Wild Chimpanzees	My Friends The Wild Chimpanzees				Hardcover				$2.99					National Geographic Society	11-01-1967		11-01-2007										Baroness Jane Van Lawick-Goodall		
book							9781595720054	1595720057	us	My Mother's Pearls	My Mother's Pearls				Paperback		Fiction/ Values	$5.95	$3.51		5	The narrator of this charming story loves to help her mother dress up, and loves to hear the story of her mother's pearls. They have been in the family for seven generations, passed from mother to daughter. The book travels backward in time, first showing the narrator's mother as a girl in the 1960's, and her grandmother as a young mother wearing the pearls. From there, it moves back to 1938, 1908, 1878, 1848, 1818, and finally 1788, when the pearls were first given to her Great-Great-Great-Great-Great-Great Grandmother, Violet, by her husband on their wedding day. My Mother's Pearls celebrates the mother-daughter relationship, and honors the importance of connecting with the past. The illustrations of authentic period clothing and settings make this a fun and useful book for teachers who want to illustrate these historical changes.		Star Bright Books	15-02-2005		18-01-2007										Catherine Myler Fruisen		32
book							9780313221606	031322160X	us	Mycenaeans and Minoans: Aegean Prehistory in the Light of the Linear B Tablets	Mycenaeans and Minoans: Aegean Prehistory in the Light of the Linear B Tablets				Hardcover			$37.50	$24.99		5			Greenwood Press Reprint	1980-02-15 12:00:00 +0000		2007-02-11 02:05:58 -0500										Leonard Robert Palmer		368
book							9780875421964	0875421962	us	Mysteria Magica (The Magical philosophy)	Mysteria Magica (The Magical philosophy)				Paperback		Occult/ Psychology & Counseling/ Wicca/ Witchcraft/ Magic/ Parapsychology/ Alchemy	$15.00	$5.00		5	{\rtf1\ansi\ansicpg1252\deff0\deflang1033{\fonttbl{\f0\froman\fprq2\fcharset0 Times;}{\f1\fnil\fcharset0 MS Sans Serif;}} \viewkind4\uc1\pard\i\f0\fs24 Mysteria Magica\i0 is the classic ritual text of training and development in the Western Mystery Tradition, appearing on countless suggested reading lists. Long out of print, this book has been hard to find and expensive when chanced upon. \par \par A complete system of Magick, \i Mysteria Magica\i0 reveals essential and advanced teachings in terms that even newcomers can follow, with a richness of inspiration embraced by experienced mages. \i Mysteria Magica\i0 explores the core of Ceremonial Magick-the inner system of symbolism, philosophy, and spiritual technology. It shows how and why ritual acts can lead to their desired result in the "Principles of Ceremonial" section. This comprehensive work also presents a formal traditional education in the key elements of High Magick: sigils; telesmata; consecration; protection; and Enochian rituals and techniques, including proper pronunciation of the Enochian language. Designed for individual or group use, \i Mysteria Magica\i0 contains the most vital procedures of High Magick with authentic texts and formulae. \par \pard\f1\fs17 \par }		Llewellyn Pubns	03-01-1986		13-01-2007										Melita Denning		450
book								B000JCHH2S	us	The Mystery Of Minoan Civilization	The Mystery Of Minoan Civilization				Hardcover				$14.39					The World Publishing Company	17-01-1971		17-01-2007										Cotrell		
book							9780394814926	0394814924	us	The Mystery of the Laughing Shadow	The Mystery of the Laughing Shadow (3 Investigators Series, No 12)	3 Investigators Series	12		Hardcover		Mysteries, Espionage, & Detectives/ Contemporary	$2.95	$10.85		5			Random House Books for Young Readers	12-08-1969		18-01-2007										Alfred Hitchcock		
book							9780316341516	0316341517	us	Mythology	Mythology				Paperback		Teens/ Greece/ Contemporary/ Movements & Periods/ Folklore & Mythology/ Fairy Tales/ Norse	$13.95	$3.48		4	Edith Hamilton loved the ancient Western myths with a passion--and this classic compendium is her tribute. "The tales of Greek mythology do not throw any clear light upon what early mankind was like," Hamilton explains in her introduction. "They do throw an abundance of light upon what early Greeks were like--a matter, it would seem, of more importance to us, who are their descendents intellectually, artistically, and politically. Nothing we learn about them is alien to ourselves." Fans of Greek mythology will find all the great stories and characters here--Perseus, Hercules, and Odysseus--each discussed in generous detail by the voice of an impressively knowledgeable and engaging (with occasional lapses) narrator. This is also an excellent primer for middle- and high-school students who are studying ancient Greek and Roman culture and literature. --Gail Hudson		Back Bay Books	14-09-1998		18-01-2007										Edith Hamilton		512
book							9780760755181	0760755183	us	Mythology (A visual encyclopedia)	Mythology (A visual encyclopedia)				Hardcover/ Illustrated		Mythology & Folklore		$2.98					Barnes and Noble Inc.	20-01-1999		20-01-2007										Jo Forty		
book								B0007F9GWG	us	Mythology,	Mythology,				Unknown Binding				$0.98					New American Library	17-01-1963		17-01-2007										Edith Hamilton		335
book							9780316777735	0316777730	us	Naked	Naked				Paperback		Authors/ Essays/ 20th Century/ Literary/ Humor	$14.95	$4.33		4	Hip radio comedy fans and theater folks who belong to the cult of Obie-winning playwright//performer David Sedaris must kill to get this book. These would be fans of the scaldingly snide Sedaris's hilariously described personal misadventures like The Santaland Diaries (a monologue about his work as an elf to a department store Santa) seen off-Broadway in 1997. In a series of similarly textured essays, Sedaris takes us along on his catastrophic detours through a nudist colony, a fruit-packing plant, his own childhood, and a dozen more of the world's little purgatories.		Back Bay Books	01-06-1998		18-01-2007										David Sedaris		224
book								B000KX506G	us	National Audubon Society Field Guide to the Night Sky	National Audubon Society Field Guide to the Night Sky				Paperback									Alfred a Knopf Inc	17-01-1991		17-01-2007										Mark R. Chartrand		
book							9780810981485	0810981483	us	National Gallery of Art: Washington	National Gallery of Art: Washington				Hardcover		Bargain Books/ Art History/ Exhibition Catalogs/ Tourist Destinations & Museums/ Bargain Books Outlet	$39.98	$17.96		5	The list of master artists whose work is housed in the National Gallery of Art in Washington, DC, seems endless. This massive volume contains rich color reproductions of works by Pollock, Brancusi, Cezanne, Picasso, and hundreds of other artists. The arrangement of the paintings and sculptures shows a strong curatorial hand, for often the works of two or more artists are mingled to illustrate the impact of one artist on another. To enhance the experience of leafing through this book, John Walker, director emeritus of the museum, places the artists and their work in historical, artistic, and social context with concise, revealing essays. Walker also discusses the inception and evolution of the gallery as well as the collecting habits and tastes of its major benefactors, people such as Andrew Mellon and Chester Dale. This book is an excellent companion to the museum and an wonderful addition to any art lover's collection.		Harry N. Abrams	30-08-1995		05-02-2007										John Walker		696
book								B00088XPT2	us	The natural history of gems or semi-precious stones	The natural history of gems or semi-precious stones				Unknown Binding									Bell & Daldy	10-02-1870		10-02-2007										C. W King		377
book							9780380751921	0380751925	us	The Necronomicon	The Necronomicon				Mass Market Paperback		Wicca/ Witchcraft/ Channeling/ Magic/ Occultism	$7.99	$2.48		3.5			Avon	01-03-1980		13-01-2007										Simon		288
book							9781563894701	156389470X	us	Neil Gaiman and Charles Vess' Stardust: Being a Romance Within the Realms of Faerie	Neil Gaiman and Charles Vess' Stardust: Being a Romance Within the Realms of Faerie				Paperback		Cartooning/ Stories/ Science Fiction, Fantasy, & Magic/ United States/ Contemporary/ Literary/ Historical/ Adventure & Thrillers/ Historical Fiction/ DC Comics/ Action & Adventure	$19.99	$10.99		4.5	Stardust is an utterly charming fairy tale in the tradition of The Princess Bride and The Neverending Story. Neil Gaiman, creator of the darkly elegant Sandman comics and author of The Day I Swapped My Dad for Two Goldfish, tells the story of young Tristran Thorn and his adventures in the land of Faerie. One fateful night, Tristran promises his beloved that he will retrieve a fallen star for her from beyond the Wall that stands between their rural English town (called, appropriately, Wall) and the Faerie realm. No one ever ventures beyond the Wall except to attend an enchanted flea market that is held every nine years (and during which, unbeknownst to him, Tristran was conceived). But Tristran bravely sets out to fetch the fallen star and thus win the hand of his love. His adventures in the magical land will keep you turning pages as fast as you can--he and the star escape evil old witches, deadly clutching trees, goblin press-gangs, and the scheming sons of the dead Lord of Stormhold. The story is by turns thrillingly scary and very funny. You'll love goofy, earnest Tristran and the talking animals, gnomes, magic trees, and other irresistible denizens of Faerie that he encounters in his travels. Stardust is a perfect read-aloud book, a brand-new fairy tale you'll want to share with a kid, or maybe hoard for yourself. (If you read it to kids, watch out for a couple of spicy sex bits and one epithet.) --Therese Littleton		Vertigo	01-07-1999		19-01-2007										Neil Gaiman/ Charles Vess (illustrator)		223
book							9780441569595	0441569595	us	Neuromancer	Neuromancer				Mass Market Paperback		United States/ Contemporary/ Fantasy/ High Tech/ Paperback	$7.99	$2.00		4	Here is the novel that started it all, launching the cyberpunk generation, and the first novel to win the holy trinity of science fiction: the Hugo Award, the Nebula Award and the Philip K. Dick Award. With Neuromancer, William Gibson introduced the world to cyberspace--and science fiction has never been the same./ Case was the hottest computer cowboy cruising the information superhighway--jacking his consciousness into cyberspace, soaring through tactile lattices of data and logic, rustling encoded secrets for anyone with the money to buy his skills. Then he double-crossed the wrong people, who caught up with him in a big way--and burned the talent out of his brain, micron by micron. Banished from cyberspace, trapped in the meat of his physical body, Case courted death in the high-tech underworld. Until a shadowy conspiracy offered him a second chance--and a cure--for a price..../ 		Ace	15-08-1986		13-01-2007										William Gibson		288
book							9780380973637	0380973634	us	Neverwhere	Neverwhere				Hardcover		United States/ Contemporary/ Popular Fiction	$24.00	$7.99		4.5	Neverwhere's protagonist, Richard Mayhew, learns the hard way that no good deed goes unpunished. He ceases to exist in the ordinary world of London Above, and joins a quest through the dark and dangerous London Below, a shadow city of lost and forgotten people, places, and times. His companions are Door, who is trying to find out who hired the assassins who murdered her family and why; the Marquis of Carabas, a trickster who trades services for very big favors; and Hunter, a mysterious lady who guards bodies and hunts only the biggest game. London Below is a wonderfully realized shadow world, and the story plunges through it like an express passing local stations, with plenty of action and a satisfying conclusion. The story is reminiscent of Douglas Adams's The Hitchhiker's Guide to the Galaxy, but Neil Gaiman's humor is much darker and his images sometimes truly horrific. Puns and allusions to everything from Paradise Lost to The Wonderful Wizard of Oz abound, but you can enjoy the book without getting all of them. Gaiman is definitely not just for graphic-novel fans anymore. --Nona Vero		William Morrow	01-07-1997		16-01-2007										Neil Gaiman		352
book							9780684815770	068481577X	us	The New Age Herbalist: How to Use Herbs for Healing, Nutrition, Body Care, and Relaxation	The New Age Herbalist: How to Use Herbs for Healing, Nutrition, Body Care, and Relaxation				Paperback		Herbal Remedies/ Herbs/ Pharmacology/ Herbal Stress Remedies	$23.00	$10.93		5	We have all grown increasingly aware of the potential -- and documented -- dangers of the chemical toxins that surround us. The New Age Herbalist is a compendium of healthy alternatives, an indispensable guide for contemporary natural living. Created by a team of experts, it offers:/ A full-color illustrated glossary of more than 200 herbs, describing their properties, active ingredients, and traditional uses around the world/ A guide to using herbs for scent, for decoration, and even as chemical-free housekeeping aids/ Tips on using herbs for skin care and beauty, by making natural shampoos, lotions, soaps, and cosmetics/ A review of culinary herbs, with some unusual recipes that use familiar herbs in delightful new ways/ An examination of the growing science of herbal healing, discussing herbal remedies -- including stress relievers -- and the scientific research that validates them/ A complete herb gardening plan, with advice on choosing symbiotic herbs, designing and scheduling plantings, and preserving the harvest by freezing and drying/ Fascinating, authoritative, packed with information presented in a stunning visual style, The New Age Herbalist will be the home herb user's bible for years to come./ / 		Fireside	30-11-1988		17-01-2007										Richard Mabey		288
book							9780451207166	0451207165	us	New American Roget's College Thesaurus in Dictionary Form (Revised & Updated) (Signet Reference)	New American Roget's College Thesaurus in Dictionary Form (Revised & Updated) (Signet Reference)				Paperback		Children's Books/ Teens/ English (All)/ English (British)/ Synonyms & Antonyms/ Thesauruses	$6.99	$3.00		4.5	Published in hardcover as The Penguin Roget's College Thesaurus in Dictionary Form, this new paperback edition of the 20-million-copy bestselling thesaurus has been fully revised, expanded, and updated for the modern home, school, or office.		Signet	02-07-2002		17-01-2007										Philip D. Morehead		912
book							9780486231495	0486231496	us	New Art Deco Alphabets (Dover Pictorial Archive Series)	New Art Deco Alphabets (Dover Pictorial Archive Series)				Paperback		Art History/ Calligraphy/ Clip Art/ Decorative/ Use of Ornament	$8.95	$0.99			38 complete, uppercase, Art Deco alphabets, 5 with numbers, created specially for this book. Saxony, Julep, Boogie, more!/ 		Dover Publications	1975-06-01 12:00:00 +0000		2007-02-11 01:29:19 -0500										Marcia Loeb		75
book							9780962054341	0962054348	us	The New Clay: Techniques and Approaches to Jewelry Making	The New Clay: Techniques and Approaches to Jewelry Making				Paperback		Decorative/ Jewelry/ Pottery & Ceramics	$29.95	$6.75		4.5			Flower Valley Press	03-02-1992		10-02-2007										Nan Roche		144
book								B0006CPCXC	us	New images of man	New images of man				Unknown Binding				$3.00					Published for the Museum of Modern Art by Arno Press	1969-02-11 12:00:00 -0500		2007-02-11 01:06:07 -0500										Peter Howard Selz		159
book								B000LLRRTU	us	The New International Encyclopedia of Art Complete set Volumes 1-10	The New International Encyclopedia of Art Complete set Volumes 1-24				Hardcover		Art/ History		$8.00			This is the entire set of the encyclopedia of art with 24 volumes, each volume is over 200 pages in length.		Greystone Press	17-01-1967		17-01-2007												2400
book							9780500277744	0500277745	us	The New Jewelry: Trends & Traditions	The New Jewelry: Trends & Traditions				Paperback		Jewelry	$24.95	$99.16					Thames & Hudson	12-02-1994		10-02-2007										Peter Dormer/ Ralph Turner		216
book							9781579902278	1579902278	us	The New Macrame: Contemporary Knotted Jewelry and Accessories	The New Macrame: Contemporary Knotted Jewelry and Accessories				Paperback		Decorating/ Jewelry/ Needlework	$14.95	$3.88		3	Now macram&#x00e9; is for making attention-grabbing jewelry, hot accessories, and other projects. Best of all, if you can tie your shoes, you can create any of these great-looking items. No expensive material to buy, no fancy equipment needed, and no experience required. The &#x201c;Knots 101&#x201d; course will show you how every stitch is done, so you can get started almost immediately./ 		Lark Books	30-06-2001		18-01-2007										Katie DuMont		112
book							9780684810447	0684810441	us	New Rolling Stone Encyclopedia Of Rock & Roll: Completely Revised And Updated	New Rolling Stone Encyclopedia Of Rock & Roll: Completely Revised And Updated				Paperback		Rock/ Theory, Composition & Performance/ Music	$27.00	$0.88		4.5			Fireside	09-11-1995		13-01-2007										Patricia Romanowski		1136
book							9780752564821	075256482X	us	New Rooms: A Practical Home Makeover Guide	New Rooms: A Practical Home Makeover Guide				Hardcover				$6.40		5			Parragon Publishing	31-05-2002		20-01-2007										Sally Walton/ Stewart Walton/ Phil Gorton		
book							9780906071496	0906071496	us	New Wave Explosion: How Punk Became New Wave Became the 80s	New Wave Explosion: How Punk Became New Wave Became the 80s				Paperback		Rock	$3.98	$2.54					Cherry Lane Music	01-06-1998		13-01-2007										Myles Palmer		128
book								0965575950	us	The New York Public Library Desk Reference	The New York Public Library Desk Reference				Paperback/ Unabridged				$0.41			Over 1,000,000 copies in print. A New York Times best seller described as "The Most Trusted Resource for Frequently Sought Information.		Hyperion	17-01-2003		17-01-2007												
book								0786868465		The New York Public Library Desk Reference (4th Edition)					Hardcover		Directories/ Encyclopedias/ Encyclopedias (Multi-Subject)/ Encyclopedias and dictionaries/ Reference/ Reference // Directories	$34.95	$15.75		3.69			Hyperion	21-12-2002		21-02-2005										Paul Fargis/ The New York Public Library		
book								B000G1M4T8	us	The Night Before Christmas A Little Golden Book	The Night Before Christmas A Little Golden Book				Hardcover				$0.95					Western Publishing Co	18-01-1987		18-01-2007										Clement C. Moore		
book							9780316107389	0316107387	us	Night of the Mary Kay Commandos Featuring Smell O-Toons	Night of the Mary Kay Commandos Featuring Smell O-Toons				Paperback		Comics & Graphic Novels	$7.95	$0.01		4.5			Little Brown & Co (P)	08-01-1989		19-01-2007										Berke Breathed		96
book							9780786849086	0786849088	us	The Nightmare Before Christmas	The Nightmare Before Christmas				Hardcover		Popular Culture/ Science Fiction, Fantasy, & Magic/ Spine-Chilling Horror	$16.99	$9.49		5	Meet Jack Skellington. Hes in charge of making Halloweenland the coolest creepy place around. But when Jack suddenly grows bored with tricks and treats, he goes searching for new ways to celebrateand he finds them in Christmas Town! Christmas, Jack decides, is just what Halloweenlandand the worldneeds! He sets out to take over the role of Santa. But can anything good come of a tall and lanky skeleton dressed up as everyones favorite jolly old elf? Tim Burtons The Nightmare Before Christmas is one of the Walt Disney Companys most successful franchises, with a huge cult following and a loyal and growing fan base.This beautiful reissue of the book first released in 1993 is a surefire Halloween, Christmas, and year-round hit!		Disney Press	15-08-2006		19-01-2007										Tim Burton		44
book								1930216009		Nikola Tesla Complete Patent Collection					Softcover		Electric engineering/ Patents/ Tesla, Nikola/ United States/ Electric engineering	$29.95			4.5			Nu Energy Horizons	26-11-1998		21-02-2005										Bruce A. Perreault		
book							9780316769501	0316769509	us	Nine Stories	Nine Stories				Mass Market Paperback		Classics/ Contemporary/ History & Criticism/ Anthologies	$6.99	$2.50		4.5	In the J.D. Salinger benchmark "A Perfect Day for Bananafish," Seymour Glass floats his beach mate Sybil on a raft and tells her about these creatures' tragic flaw. Though they seem normal, if one swims into a hole filled with bananas, it will overeat until it's too fat to escape. Meanwhile, Seymour's wife, Muriel, is back at their Florida hotel, assuring her mother not to worry--Seymour hasn't lost control. Mention of a book he sent her from Germany and several references to his psychiatrist lead the reader to believe that World War II has undone him./ The war hangs over these wry stories of loss and occasionally unsuppressed rage. Salinger's children are fragile, odd, hypersmart, whereas his grownups (even the materially content) seem beaten down by circumstances--some neurasthenic, others (often female) deeply unsympathetic. The greatest piece in this disturbing book may be "The Laughing Man," which starts out as a man's recollection of the pleasures of storytelling and ends with the intersection between adult need and childish innocence. The narrator remembers how, at nine, he and his fellow Comanches would be picked up each afternoon by the Chief--a Staten Island law student paid to keep them busy. At the end of each day, the Chief winds them down with the saga of a hideously deformed, gentle, world-class criminal. With his stalwart companions, which include "a glib timber wolf" and "a lovable dwarf," the Laughing Man regularly crosses the Paris-China border in order to avoid capture by "the internationally famous detective" Marcel Dufarge and his daughter, "an exquisite girl, though something of a transvestite." The masked hero's luck comes to an end on the same day that things go awry between the Chief and his girlfriend, hardly a coincidence. "A few minutes later, when I stepped out of the Chief's bus, the first thing I chanced to see was a piece of red tissue paper flapping in the wind against the base of a lamppost. It looked like someone's poppy-petal mask. I arrived home with my teeth chattering uncontrollably and was told to go straight to bed."/ 		Little, Brown and Company	01-05-1991		16-01-2007										J.D. Salinger		208
book										Ninjas and Superspies														Palladium			15-01-2007												
book							9781879450646	187945064X	us	No Mans Land (Nom1)	No Mans Land (Nom1)				Paperback		Drawing	$14.95	$4.95					Tundra Publishing Ltd.	05-01-1994		19-01-2007										George Pratt		112
book								B000LTUI1G	us	Notre-Dame De Paris Et La Saint-Chappelle	Notre-Dame De Paris Et La Saint-Chappelle				Hardcover				$20.00					Paris Arthaud 1966.	05-02-1966		05-02-2007										Yves Bottineau		
book								B0006CHEHY	us	The nude in painting	The nude in painting				Unknown Binding				$19.00					Uffici Press	18-01-1951		18-01-2007										Mia Cinotti		64
book								B000HZ8YA6	us	OCEANIC MYTHOLOGY	OCEANIC MYTHOLOGY				Hardcover				$12.75					Paul Hamlyn	20-01-1967		20-01-2007										POIGNANT ROSLYN		
book								B000GQZODG	us	THE OCTOBER COUNTRY	THE OCTOBER COUNTRY				Paperback				$0.74					Ballantine Books	13-01-1964		13-01-2007										Ray Bradbury		
book							9780156027342	0156027348	us	Odd Girl Out: The Hidden Culture of Aggression in Girls	Odd Girl Out: The Hidden Culture of Aggression in Girls				Paperback		Interpersonal Relations/ Adolescent Psychology/ Applied Psychology/ Child Psychology/ Social Psychology & Interactions/ Teenagers/ Children's Studies/ School Management/ Gender	$14.00	$4.98		4.5	There is little sugar but lots of spice in journalist Rachel Simmons's brave and brilliant book that skewers the stereotype of girls as the kinder, gentler gender. Odd Girl Out begins with the premise that girls are socialized to be sweet with a double bind: they must value friendships; but they must not express the anger that might destroy them. Lacking cultural permission to acknowledge conflict, girls develop what Simmons calls "a hidden culture of silent and indirect aggression."/ The author, who visited 30 schools and talked to 300 girls, catalogues chilling and heartbreaking acts of aggression, including the silent treatment, note-passing, glaring, gossiping, ganging up, fashion police, and being nice in private//mean in public. She decodes the vocabulary of these sneak attacks, explaining, for example, three ways to parse the meaning of "I'm fat."/ Simmons is a gifted writer who is skilled at describing destructive patterns and prescribing clear-cut strategies for parents, teachers, and girls to resist them. "The heart of resistance is truth telling," advises Simmons. She guides readers to nurture emotional honesty in girls and to discover a language for public discussions of bullying. She offers innovative ideas for changing the dynamics of the classroom, sample dialogues for talking to daughters, and exercises for girls and their friends to explore and resolve messy feelings and conflicts head-on./ One intriguing chapter contrasts truth telling in white middle class, African-American, Latino, and working-class communities. Odd Girl Out is that rare book with the power to touch individual lives and transform the culture that constrains girls--and boys--from speaking the truth. --Barbara Mackoff/ 		Harvest Books	01-04-2003		18-01-2007										Rachel Simmons		320
book							9780941613163	094161316X	us	Official Rocky Horror Picture Show Audience Par-Tic-I-Pation Guide	Official Rocky Horror Picture Show Audience Par-Tic-I-Pation Guide				Paperback		Movie Tie-Ins	$9.95	$44.95					Stabur	07-01-1991		13-01-2007										Sal Piro/ Michael Hess		
book							9780448043043	0448043041	us	Oh, What A Busy Day!	Oh, What A Busy Day!				Hardcover			$13.95	$34.78		5			Grosset & Dunlap	01-11-1989		18-01-2007										Gyo Fujikawa		
book							9780568000780	0568000781	us	Old Hungarian Stove Tiles	Old Hungarian Stove Tiles				Hardcover				$24.50					Corvina, Budapest	17-01-1963		17-01-2007										Pal and Imre Holl Voit		80
book							9780684801223	0684801221	us	The Old Man and The Sea	The Old Man and The Sea				Paperback		Teens/ Literary Theory/ 20th Century/ Classics/ Contemporary/ United States/ British/ Book Notes/ Curricula/ Paperback/ Coursebooks/ Sea Adventures/ Literary Criticism & Collections/ Humanities	$12.00	$1.88		4	Here, for a change, is a fish tale that actually does honor to the author. In fact The Old Man and the Sea revived Ernest Hemingway's career, which was foundering under the weight of such postwar stinkers as Across the River and into the Trees. It also led directly to his receipt of the Nobel Prize in 1954 (an award Hemingway gladly accepted, despite his earlier observation that "no son of a bitch that ever won the Nobel Prize ever wrote anything worth reading afterwards"). A half century later, it's still easy to see why. This tale of an aged Cuban fisherman going head-to-head (or hand-to-fin) with a magnificent marlin encapsulates Hemingway's favorite motifs of physical and moral challenge. Yet Santiago is too old and infirm to partake of the gun-toting machismo that disfigured much of the author's later work: "The brown blotches of the benevolent skin cancer the sun brings from its reflection on the tropic sea were on his cheeks. The blotches ran well down the sides of his face and his hands had the deep-creased scars from handling heavy fish on the cords." Hemingway's style, too, reverts to those superb snapshots of perception that won him his initial fame:/ Just before it was dark, as they passed a great island of Sargasso weed that heaved and swung in the light sea as though the ocean were making love with something under a yellow blanket, his small line was taken by a dolphin. He saw it first when it jumped in the air, true gold in the last of the sun and bending and flapping wildly in the air./ If a younger Hemingway had written this novella, Santiago most likely would have towed the enormous fish back to port and posed for a triumphal photograph--just as the author delighted in doing, circa 1935. Instead his prize gets devoured by a school of sharks. Returning with little more than a skeleton, he takes to his bed and, in the very last line, cements his identification with his creator: "The old man was dreaming about the lions." Perhaps there's some allegory of art and experience floating around in there somewhere--but The Old Man and the Sea was, in any case, the last great catch of Hemingway's career. --James Marcus		Scribner	05-05-1995		16-01-2007										Ernest Hemingway		128
book								B000HUHZKQ	us	Old Wives Fairy Tale Book	Old Wives Fairy Tale Book				Paperback				$5.00					Pantheon Books	17-01-1990		17-01-2007										Angela Carter		
