medium	associatedURL	boxHeightInInches	boxLengthInInches	boxWeightInPounds	boxWidthInInches	scannednumber	upc	asin	country	title	fullTitle	series	numberInSeries	edition	aspect	mediacount	genre	price	currentValue	language	netrating	description	owner	publisher	published	rare	purchaseDate	rating	used	signed	hasExperienced	notes	location	paid	condition	notowned	director	stars	features	mpaarating	theatricalDate	minutes
movie							0025192051920	B00000IQW3		The Last Starfighter					DVD		Science Fiction	$19.98	$11.95		4.32			Universal Studios	12-08-2003		20-02-2005										Nick Castle	Lance Guest/ Robert Preston	Color/ Closed-captioned/ Widescreen/ Dolby	PG	13-07-1984	
movie							0786936151268	B000056VOK	us	The Legend of Drunken Master	The Legend of Drunken Master				DVD		Action & Adventure/ Comedy/ Comic Action/ Foreign Spotlight/ Dimension Films/ Jackie Chan	$14.99	$4.85		4.5	Jackie Chan return becomes and is able to fend off numerous attacks and perform incredible stunts. Aided by his hilarious stepmother and friends, Hong faces the challenge of protecting valuable Chinese history and saving his family honor.s to the role that made him a star in 1979's "Drunken Master." Chinese folklore hero Wong Fei Hong discovers a smuggling ring, orchestrated by the British Government, to transport valuable Chinese artifacts out of the country. Hong must use his unique style of martial arts, "Drunken Boxing," to fight the conspirators and salvage the Chinese treasures before it		Dimension	13-03-2001		30-07-2006										Jackie Chan	Jackie Chan/ Ho Sung Pak/ Kwok Kuen Chan/ Wai Yee Chan/ Chi-Kwong Cheung/ Kar Lok Chin/ Wing-Fong Ho/ Yee San Hon/ Suki Kwan/ Andy Lau/ Siu-Ming Lau/ Kar-Ying Law/ Ken Lo/ Anita Mui/ Po Tai/ Lung Ti/ Felix Wong/ Shing Wong/ Evonne Yung	Anamorphic/ Closed-captioned/ Color/ Widescreen/ NTSC/ 2.35:1	R	20-10-2000	102
movie							0097363407645	B0007PICAS	us	Lemony Snicket's A Series of Unfortunate Events	Lemony Snicket's A Series of Unfortunate Events (Widescreen Edition)				DVD		Comedy/ Black Comedy/ Orphans/ Jim Carrey	$29.99	$6.32		4	If you spliced Charles Addams, Dr. Seuss, Charles Dickens, Edward Gorey, and Roald Dahl into a Tim Burtonesque landscape, you'd surely come up with something like Lemony Snicket's A Series of Unfortunate Events. Many critics (in mostly mixed reviews) wondered why Burton didn't direct this comically morbid adaptation of the first three books in the popular series by Daniel Handler (a.k.a. "Lemony Snicket," played here by Jude Law and seen only in silhouette) instead of TV and Casper veteran Brad Silberling, but there's still plenty to recommend the playfully bleak scenario, in which three resourceful orphans thwart their wicked, maliciously greedy relative Count Olaf (Jim Carrey), who subjects them to... well, a series of unfortunate events. Along the way they encounter a herpetologist uncle (Billy Connolly), an anxious aunt (Meryl Streep) who's afraid of everything, and a variety of fantastical hazards and mysterious clues, some of which remain unresolved. Given endless wonders of art direction, costume design, and cinematography, Silberling's direction is surprisingly uninspired (in other words, the books are better), but when you add a throwaway cameo by Dustin Hoffman, Law's amusing narration, and Carrey's over-the-top antics, the first Lemony movie suggests a promising franchise in the making. --Jeff Shannon/ A Message from Count Olaf/ / Dear Adoring Fan of Count Olaf,/ Perhaps once every thousand years, a talent emerges that completely changes the way movies are made, orphans are orphaned, and heartthrobs throb. Often this talent has only one eyebrow, as is the case with one of the most cherished and admired actors scheming today. Surely you can you guess of whom I think./ No, you fool! I am referring to the One...the Only...the Unbelievably Handsome Count Olaf!/ Or, as I like to call him, Me./ If you've already seen my performance in Lemony Snicket's A Series of Unfortunate Events, you must still be speechless. But if you haven't, you are in serious danger. Just teasing. But you could be after I send one of my gifted henchpersons to your home!/ So why not get my movie on DVD? This major motion spectacle has everything. Me, acting! Leeches, attacking! Orphans, almost falling off a cliff! Of course, if you are familiar with books by Lemony Snicket, you know that they include all of these things too, but most of what he says is lies, and the rest is completely boring./ There's never been a film that demands repeated viewing in quite the same way, with a diabolical genius writing you a letter that says, "I DEMAND REPEATED VIEWING!!!" Plus with DVD extras, you'll get at least 20% more Olaf for your money. And... just for you, for an unlimited time only, I'll throw in Aunt Josephine free with purchase.*/ So, noble Amazonians, put down your hunting spears and exotic headdresses, and prepare to bask in True Greatness. Or, as I like to call it, Me./ / Of course you may have my autograph!/ / Count Olaf/ *Count Olaf will not be held liable or accept blame in any way for any and all liability, loss, damage, or personal injury (including death), without limit and without regard once Aunt Josephine is thrown in, due to the unpredictable behavior of hungry leeches./ Stills from Lemony Snicket's A Series of Unfortunate Events (Click to Enlarge)/ / / / / / / / / / / / / / / / / / / Violet, Count Olaf, and Klaus/ / Aunt Josephine/ / Count Olaf and Aunt Josephine/ / Directing Jim Carrey/ / Klaus, Mr. Poe, Sunny, and Violet/ / Count Olaf/ / Olaf Ascending/ / The Baudelaire Orphans/ / / All Things Snicket/ See a complete list of all Lemony Snicket's creations, including books from the Series of Unfortunate Events, calendars, and more. &#x2028;&#x2028;/ / / / The Essential Lemony Snicket Books/ / / / / / / / / / / A Series of Unfortunate Events: The Ominous Omnibus, Books 1-3/ / The Situation Worsens: A Box of Unfortunate Events, Books 4-6/ / The Dilemma Deepens: A Box of Unfortunate Events, Books 7-9/ / The Slippery Slope: A Series of Unfortunate Events, Book 10/ / The Grim Grotto: A Series of Unfortunate Events, Book 11/ / A Library of Unfortunate Events, Books 1-10/ / Behind the Scenes with Count Olaf: A Series of Unfortunate Events Movie Book/ / Lemony Snicket: The Unauthorized Autobiography/ / The Puzzling Puzzles Activity Book/ More from the Movie/ / / / / Original Movie Poster/ / Soundtrack/ / Wall Poster/ Lemony Snicket's A Series of Unfortunate Events Computer & Video Games/ / / / / / For PS2/ / For PC/ / For Xbox/ / For GameCube/ / / / 		Paramount Home Video	26-04-2005		07-07-2005										Brad Silberling	Jim Carrey/ Jude Law/ Meryl Streep	Color/ Widescreen/ Dolby	PG	17-12-2004	
movie							0786936286892	B0007UC8Y4	us	The Life Aquatic with Steve Zissou - Criterion Collection	The Life Aquatic with Steve Zissou - Criterion Collection				DVD		Nothing Goes Right/ Midlife Crises/ Obsessive Quests/ Parenthood/ Showbiz/ Comedy/ Bill Murray/ Comedy of Manners	$29.99	$7.25		3.5	In The Life Aquatic with Steve Zissou, director Wes Anderson takes his familiar stable of actors on a field trip to a fantasy aquarium, complete with stop-motion, candy-striped crabs and rainbow seahorses. And though Anderson does expand his horizons in terms of retro-special effects and a whimsical use of color, fans will otherwise find themselves in well-charted waters. As The Life Aquatic opens, Zissou (Bill Murray), a self-involved, Jacques Cousteau-like filmmaker, has just released a documentary depicting the death of his best friend Esteban, who was eaten by some sort of sea creature--possibly a jaguar shark. Zissou&#x2019;s troubles also include his waning popularity with the public, and a nemesis (Jeff Goldblum) who hogs up all the grant money. Hope arrives in the form of Ned Plimpton (Owen Wilson), an amiable Kentuckian who may be Zissou&#x2019;s son. Despite his lack of enthusiasm for fatherhood, Zissou welcomes Ned--and Ned in turn saves Zissou&#x2019;s new documentary (in which he seeks revenge on the jaguar shark) in more ways than one. / / One of Wes Anderson&#x2019;s greatest achievements as a director to date has been launching the autumnal melancholy phase of Bill Murray&#x2019;s career, starting with Rushmore in 1998, and Murray delivers a similarly comedic yet low-key performance here. Unfortunately, Zissou is one of the few characters in this ensemble to achieve multi-dimensionality. Even co-star Wilson doesn&#x2019;t get to develop Ned much beyond Noble Southerner, and he ends up seeming more like a prop for illustrating Zissou&#x2019;s emotional development rather than his own man. The Life Aquatic probably won&#x2019;t be remembered as a great film, but it is still one that no Anderson (or Murray) fan can afford to miss.--Leah Weathersby		Miramax Home Entertainment	10-05-2005		15-10-2005										Wes Anderson	Bill Murray/ Owen Wilson/ Cate Blanchett/ Anjelica Huston	Color/ Closed-captioned/ Widescreen/ Dolby	R	25-12-2004	118
movie							0086162123016	6305499144		A Life Less Ordinary					DVD		Feature Film-action//Adventure	$9.98			4.2			Twentieth Century Fox	03-02-2004		20-02-2005										Danny Boyle	Ewan McGregor/ Cameron Diaz/ Holly Hunter/ Delroy Lindo	Color/ Closed-captioned/ Dolby/ Widescreen	R	24-10-1997	
movie							0717951002792	6305428360		Little Buddha					DVD		Feature Film-drama	$14.99						Miramax Home Entertainment	03-08-1999		20-02-2005										Bernardo Bertolucci	Keanu Reeves/ Bridget Fonda	Color/ Closed-captioned/ Widescreen/ Dolby	PG	25-05-1994	
movie							0794043516023	B00003CXPS		Little Nicky (New Line Platinum Series)					DVD		Feature Film-comedy	$19.98	$11.99		3.3			New Line Home Entertainment	24-04-2001		20-02-2005										Steven Brill	Adam Sandler/ Patricia Arquette	Color/ Closed-captioned/ Dolby/ Widescreen	PG-13	10-11-2000	
movie							0043396078772	B00006CXGH	us	Little Nikita (Ws Sub)	Little Nikita (Ws Sub)				DVD		Suspense/ Mystery	$24.95	$19.01		4.5	The same year that River Phoenix made Running on Empty, in which he played the son of '60s radicals on the run from the law and hiding in plain sight, he also made this film, which is even less interesting than the vastly overrated Running. And, in this one, he plays a kid whose parents are, in fact, deep-cover Soviet moles (oops, the Berlin Wall is coming down--bad timing there) who are about to be brought to the surface. But Sonny Boy is being indoctrinated by a kindly FBI agent (Sidney Poitier)--and is torn between battling those dirty Commies and helping them because those dirty Commies are Mom and Dad. As silly as it sounds, building to an ersatz action finale. --Marshall Fine		Sony Pictures	17-09-2002		30-07-2006										Richard Benjamin	Sidney Poitier/ River Phoenix/ Richard Jenkins/ Caroline Kava/ Richard Bradford/ Richard Lynch/ Loretta Devine/ Lucy Deakins/ Jerry Hardin/ Robert Madrid/ Albert Fortell/ Ronald Guttman/ Jacob Vargas/ Roberto Jim&#x00e9;nez/ Chez Lister/ Bill Stevenson/ Thomas R. Zak/ Newell Alexander/ Ingrid M. Rhoads/ Lisa McCullough	Closed-captioned/ Color/ Subtitled/ Widescreen/ NTSC	PG	18-03-1988	98
movie							0012569506220	B00004VVNB		Logan's Run					DVD		Science Fiction	$9.97						Warner Studios	01-06-2004		20-02-2005										Michael Anderson	Michael York/ Jenny Agutter	Color/ Closed-captioned/ Widescreen/ Dolby	PG	23-06-1976	
movie							0794043444623	0780618548	us	The Long Kiss Goodnight	The Long Kiss Goodnight				DVD		Thrillers/ Mystery & Suspense/ Double Life/ Renny Harlin	$12.98	$3.91		4.5	Geena Davis and her former husband, director Renny Harlin, attempted to pick up the pieces after the debacle of their box-office disaster, Cutthroat Island. What they came up with was this repulsive ode to American film noir, based on a script by Shane Black (Lethal Weapon) about an amnesiac schoolteacher (Davis) who searches for her true identity and finds she is actually a secret agent immersed in a deadly plot to topple the government. Mechanistic in its violence, obnoxious in its attitude, the film makes Davis, a once-promising actress, nothing more than a special effect. She tosses one to sadists in the audience by allowing her character to be beaten, punched unconscious, and tortured. The DVD release has optional full-screen and widescreen presentations, plus Dolby surround sound, theatrical trailer, cast information, optional French-language soundtrack and optional Spanish subtitles. --Tom Keogh		New Line Home Video	30-04-1997		30-07-2006										Renny Harlin	Geena Davis/ Samuel L. Jackson/ Yvonne Zima/ Craig Bierko/ Tom Amandes/ Brian Cox/ Patrick Malahide/ David Morse/ Joseph McKenna/ Melina Kanakaredes/ Dan Warry-Smith/ Kristen Bone/ Jennifer Pisana/ Rex Linn/ Alan North/ Edwin Hodge/ Bill MacDonald/ Gladys O'Connor/ Frank Moore/ G.D. Spradlin	Anamorphic/ Closed-captioned/ Color/ Dolby/ Full Screen/ Widescreen/ NTSC/ 2.35:1	R	11-10-1996	123
movie							0043396123717	B000ALM4AS	us	Lords of Dogtown - Unrated Extended Cut	Lords of Dogtown - Unrated Extended Cut				DVD		Buddies/ Coming of Age/ Sports/ Teen Drama/ Underdogs	$19.94	$3.57		4	Lords of Dogtown captures the sheer kinetic joy of skateboarding like no other movie (except, perhaps, Dogtown and Z Boys, a documentary about the very skateboarders this movie depicts). Set in the mid-1970s in Venice, CA--a.k.a. Dogtown--the movie starts with three young aspiring surfers turned skateboarders: Stacy (John Robinson, Elephant), Jay (Emile Hirsch, The Dangerous Lives of Altar Boys), and Tony (Victor Rasuk, Raising Victor Vargas). When alpha-stoner Skip (Heath Ledger, A Knight's Tale) recognizes the potential of skateboarding as a new sport, his surf shop becomes the center of the boys' universe. They swiftly rise as skateboarding stars and find their brotherhood threatened by sex, money, fame, and ego--it's a common enough story, but director Catherine Hardwicke (Thirteen) has a gift for capturing the raw messiness of life. Lords of Dogtown seems to unfold haphazardly, yet every scene moves the increasingly dizzy rise (or fall) of each skater forward with headlong momentum. The excellent cast includes Rebecca De Mornay (Risky Business), Johnny Knoxville (Jackass: The Movie), and Nikki Reed (Thirteen). Lords of Dogtown, written by skater Stacy Peralta (and based on his own life), both celebrates the excitement of testosterone-fueled recklessness and quietly reflects on the cost of getting what you want. --Bret Fetzer		Sony Pictures	27-09-2005		30-07-2006										Catherine Hardwicke	John Robinson (IX)/ Emile Hirsch/ Rebecca De Mornay/ William Mapother/ Julio Oscar Mechoso/ Victor Rasuk/ Nikki Reed/ Heath Ledger/ Vincent Laresca/ Brian Zarate/ Pablo Schreiber/ Elden Henson/ Michael Angarano/ Mitch Hedberg/ Benjamin Nurick/ Stephanie Limb/ Mike Ogas/ Cheyne Magnusson/ Don Nguyen/ Christian Petersen	AC-3/ Color/ Dolby/ Subtitled/ Widescreen/ NTSC/ 1.85:1	PG-13	03-06-2005	109
movie							0025192395727	B00005JMJ4		Lost In Translation (Widescreen Edition)					DVD		Feature Film-comedy	$14.98	$10.99		3.11	Like a good dream, Sofia Coppola's Lost in Translation envelops you with an aura of fantastic light, moody sound, head-turning love, and a feeling of d&#x00e9;j&#x00e0; vu, even though you've probably never been to this neon-fused version of Tokyo. Certainly Bob Harris has not. The 50-ish actor has signed on for big money shooting whiskey ads instead of doing something good for his career or his long-distance family. Jetlagged, helplessly lost with his Japanese-speaking director, and out of sync with the metropolis, Harris (Bill Murray, never better) befriends the married but lovelorn 25-year-old Charlotte (played with heaps of poise by 18-year-old Scarlett Johansson). Even before her photographer husband all but abandons her, she is adrift like Harris but in a total entrapment of youth. How Charlotte and Bill discover they are soul mates will be cherished for years to come. Written and directed by Coppola (The Virgin Suicides), the film is far more atmospheric than plot-driven: we whiz through Tokyo parties, karaoke bars, and odd nightlife, always ending up in the impossibly posh hotel where the two are staying. The wisps of bittersweet loneliness of Bill and Charlotte are handled smartly and romantically, but unlike modern studio films, this isn't a May-November fling film. Surely and steadily, the film ends on a much-talked-about grace note, which may burn some, yet awards film lovers who "always had Paris" with another cinematic destination of the heart. --Doug Thomas		Universal Studios	08-02-2005		20-02-2005										Sofia Coppola	Scarlett Johansson/ Bill Murray/ Giovanni Ribisi	Color/ Widescreen/ Dolby	R	03-10-2003	
movie							0027616867759	B00005N89P		Making the Grade					DVD		Feature Film-comedy	$14.95			3.6			Mgm//Ua Studios	02-10-2001		20-02-2005										Dorian Walker		Color/ Closed-captioned/ Widescreen	R	18-05-1984	
movie							0025192001925	B00000IQW4		Mallrats (Collector's Edition)					DVD		Feature Film-comedy	$19.98	$27.99		4.37			Universal Studios	03-06-2003		20-02-2005										Kevin Smith	Shannen Doherty/ Jeremy London/ Jason Lee	Color/ Closed-captioned/ Widescreen/ Dolby	R	20-10-1995	
movie							0027616869449	B00005R5G9	us	Mannequin	Mannequin				DVD			$14.94	$8.41		4	Mannequin is notionally a romantic comedy in which Andrew McCarthy plays a luckless department-store employee and Kim Cattrall (Sex and the City) is an Egyptian princess reincarnated as a shop-window dummy, who comes to life when she encounters McCarthy, only to revert to mannequin status when anyone else is watching her. With her encouragement, he becomes emboldened in his career as a window decorator as well as falling in love with the princess. James Spader's oily, stammering executive is just one of the many examples of a film that tries way too hard to be funny, the sort of characterization that would be barely adequate for a TV commercial, let alone a 90-minute movie. Still, for fans of Sex and the City who might want to feast upon the spectacle of a younger Kim Cattrall, Mannequin might offer a measure of relief. --David Stubbs		MGM (Video & DVD)	26-12-2001		30-07-2006										Michael Gottlieb	Andrew McCarthy/ Kim Cattrall/ Estelle Getty/ James Spader/ G.W. Bailey/ Carole Davis/ Steve Vinovich/ Christopher Maher/ Meshach Taylor/ Phyllis Newman/ Phil Rubenstein/ Jeffrey Lampert/ Kenneth Lloyd/ Jake Jundef/ Harvey Levine/ Tom McCarthy/ Pat Ryan/ Glenn Davish/ Steve Lippe/ Lee Golden	Anamorphic/ Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ Widescreen/ NTSC/ 1.85:1	PG	13-02-1987	88
movie							0780977079017	B000AM4PAO	us	Mary Shelley's Frankenstein	Mary Shelley's Frankenstein				DVD			$9.99	$6.51					Global Marketing Par	02-08-2005		15-10-2005											Robert De Niro	Color	NR	15-10-1994	147
movie							0796019791595	B000EQ5UIC	us	The Matador	The Matador (Widescreen Edition)				DVD		Comic Criminals/ Black Comedy/ Pierce Brosnan	$19.95	$1.92		4	Pierce Brosnan gives one of his finest performances in The Matador, a low-key buddy comedy with an agreeably sinister twist. Light-years from his former James Bond image, Brosnan is unshaven, unnerved and unpredictable as freelance assassin Julian Noble, who encounters desperate businessman Danny Wright (Greg Kinnear) in the bar of a modern Mexico City hotel. Danny is intrigued when Julian reveals that he's a "facilitator of fatalities," and his wife "Bean" (Hope Davis) is equally fascinated when Julian shows up unexpectedly, six months later, at Danny's home in Denver. Having lost his touch as a reliable hit-man, Julian needs Danny's help with "one last job," but the logistics of Julian's lethal profession (involving an employer played by Philip Baker Hall) are secondary to writer-director Richard Shepard's offbeat, slightly uneven character study, which gives Kinnear and Brosnan a memorable opportunity to riff on their established screen personas. In making Julian a likable yet tormented drifter who's made a habit of "running from any emotion," Brosnan creates an edgy yet sympathetic character as mysterious as he is fun to be around; if you're going to befriend a hired killer, you could do far worse than a guy like Julian. As Brosnan plays him, he's worthy of a sequel, but The Matador is the kind of entertainingly quirky movie that's a hard act to follow. --Jeff Shannon		Weinstein Company	04-07-2006		11-01-2007										Richard Shepard	Pierce Brosnan/ Arlin Miller/ Azucena Medina/ Jonah Meyerson/ Wiveca Bonerais/ Greg Kinnear/ Hope Davis/ Adam Scott/ Portia Dawson/ Roberto Sosa/ Antonio Zavala/ Ramon Alvarez/ Luz Maria Molina/ Philip Baker Hall/ Carolyn Horwitz/ Rachel Schwartz (III)/ Jorge Robles/ Trio Los Rivera/ Israel Tellez/ Guillermo Ruiz	Closed-captioned/ Color/ Dolby/ Widescreen/ NTSC/ 2.35:1	R	27-01-2006	97
movie							0085392467723	B00012QLB4		Matchstick Men (Widescreen Edition)					DVD		Feature Film-comedy	$14.96	$5.00		3.87			Warner Home Video	08-02-2005		20-02-2005										Ridley Scott	Nicolas Cage/ Sam Rockwell/ Alison Lohman	Widescreen	PG-13	12-09-2003	
movie							0085391773726	B00000K19E		The Matrix					DVD		Feature Film-action//Adventure	$19.96				By following up their debut thriller Bound with the 1999 box-office smash The Matrix, the codirecting Wachowski brothers--Andy and Larry--annihilated any suggestion of a sophomore jinx, crafting one of the most exhilarating sci-fi//action movies of the 1990s. Set in the not too distant future in an insipid, characterless city, we find a young man named Neo (Keanu Reeves). A software techie by day and a computer hacker by night, he sits alone at home by his monitor, waiting for a sign, a signal--from what or whom he doesn't know--until one night, a mysterious woman named Trinity (Carrie-Anne Moss) seeks him out and introduces him to that faceless character he has been waiting for: Morpheus (Laurence Fishburne). A messiah of sorts, Morpheus presents Neo with the truth about his world by shedding light on the dark secrets that have troubled him for so long: "You've felt it your entire life, that there's something wrong with the world. You don't know what it is, but it's there, like a splinter in your mind, driving you mad." Ultimately, Morpheus illustrates to Neo what the Matrix is--a reality beyond reality that controls all of their lives, in a way that Neo can barely comprehend./ / Neo thus embarks on an adventure that is both terrifying and enthralling. Pitted against an enemy that transcends human concepts of evil, Morpheus and his team must train Neo to believe that he is the chosen champion of their fight. With mind-boggling, technically innovative special effects and a thought-provoking script that owes a debt of inspiration to the legacy of cyberpunk fiction, this is much more than an out-and-out action yarn; it's a thinking man's journey into the realm of futuristic fantasy, a dreamscape full of eye candy that will satisfy sci-fi, kung fu, action, and adventure fans alike. Although the film is headlined by Reeves and Fishburne--who both turn in fine performances--much of the fun and excitement should be attributed to Moss, who flawlessly mixes vulnerability with immense strength, making other contemporary female heroines look timid by comparison. And if we were going to cast a vote for most dastardly movie villain of 1999, it would have to go to Hugo Weaving, who plays the feckless, semipsychotic Agent Smith with panache and edginess. As the film's box-office profits soared, the Wachowski brothers announced that The Matrix is merely the first chapter in a cinematically dazzling franchise--a chapter that is arguably superior to the other sci-fi smash of 1999 (you know... the one starring Jar Jar Binks). --Jeremy Storey/ / 		Warner Studios	21-09-1999		20-02-2005										Andy Wachowski/ Larry Wachowski	Keanu Reeves/ Laurence Fishburne/ Carrie-Anne Moss	Color/ Closed-captioned/ Dolby/ Widescreen	R	31-03-1999	
movie							0025192582325	B00005JN5T	us	Meet The Fockers	Meet The Fockers (Widescreen Edition)				DVD		Eccentric Families/ Culture Clash/ Farce/ Wedding Bells/ Barbra Streisand/ Ben Stiller/ Domestic Comedies/ Comedy	$29.98	$7.90		3.5	Meet the Parents found such tremendous success in the chemistry produced by the contrasting personalities of stars Robert De Niro and Ben Stiller that the film's creators went for broke with the same formula again in Meet the Fockers. This time around, Jack and Dina Byrnes (De Niro and Blythe Danner) climb into Jack's new kevlar-lined RV with daughter Pam (Teri Polo), soon-to-be son-in-law Gaylord (Stiller), and Jack's infant grandson from his other daughter for the trip to Florida to meet Gaylord's parents, Bernie and Roz Focker (Dustin Hoffman and Barbra Streisand in a casting coup). The potential in-laws are, of course, the opposite of Jack, a pair of randy, touchy-feely fun-lovers. The rest of the movie is pretty much a sitcom: put Bernie and Roz together with Jack, and watch the in-laws clash as Gaylord squirms. As with the original, there is a sense of joy in watching these actors take on their roles with obvious relish, and the Hoffman-Streisand-Stiller triumvirate is likeable enough to draw you in. But the formula doesn't work as well in Fockers mostly because much of the humor is based on two obvious gimmicks: Gaylord Focker's name, and the fact that Streisand's character is a sex therapist. As a result, the movie itself is more contrived and predictable, and a lot less fun than the original. The casting is grand, but one wishes more thought was put into the script.--Dan Vancini		Universal Studios	19-04-2005		07-07-2005										Jay Roach	Robert De Niro/ Ben Stiller/ Dustin Hoffman/ Barbra Streisand/ Blythe Danner/ Teri Polo	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	22-12-2004	116
movie							0025192113321	B00003CXO1	us	Meet the Parents	Meet the Parents				DVD		Nothing Goes Right/ Farce/ Wedding Bells/ Parenthood/ Domestic Comedies/ Comedy	$19.98	$2.90		3.5	Randy Newman's opening song, "A Fool in Love," perfectly sets up the movie that follows. The lyrics begin, "Show me a man who is gentle and kind, and I'll show you a loser," before praising the man who takes what he wants. Greg Focker (Ben Stiller) is the fool in love in Meet the Parents. Just as he's about to propose to his girlfriend Pam (Teri Polo), he learns that her sister's fianc&#x00e9; asked their father, Jack Byrnes (Robert De Niro), for permission to marry. Now he feels the need to do the same thing. When Greg meets Jack, he is so desperate to be liked that he makes up stories and kisses ass rather than having the courage of his convictions. It doesn't take an elite member of the CIA to see right through Greg, but that's precisely what Jack is. Directed by Jay Roach (the Austin Powers movies), Meet the Parents is an incredibly well-crafted comedy that stands in nice opposition to, say, the sloppy extremes of the Farrelly brothers. Stiller is great at playing up the uncomfortable comedy of errors, balancing just the right amount of selfishness and self-deprecating humor, while De Niro's Jack is funny as the hard-ass father who just wants a few straight answers from the kid. What makes the Jack character all the funnier is Blythe Danner as his wife, the Gracie to his George Burns, who is the true heart of the movie. Oh, and Owen Wilson turns in yet another terrific comic performance as Pam's ex-fianc&#x00e9;. --Andy Spletzer		Universal Studios	06-03-2001		30-07-2006												Closed-captioned/ Color/ Dolby/ DTS Surround Sound/ Widescreen/ NTSC/ 1.85:1	PG-13	01-01-2000	108
movie							0027616876638	B000063JDM		Men At Work					DVD		Feature Film-comedy	$14.95						MGM//UA Video	04-06-2002		20-02-2005										Emilio Estevez	Emilio Estevez/ Charlie Sheen	Color/ Closed-captioned/ Widescreen	PG-13	24-08-1990	
movie							0043396077966	B00005V4XG	us	Metropolis	Metropolis				DVD	2	Sci-Fi Action/ DTS/ Feature Films/ Action & Adventure/ Futuristic/ Animation/ Anime & Sci-Fi Animation	$24.95	$8.97		4	Adapted from Osamu Tezuka's 1949 manga, Metropolis (in Japanese with English subtitles) is an opulently beautiful film that fails to present a coherent story worthy of its extraordinary visuals. Evil Duke Red (voice by Taro Ishida) plans to rule the world from Ziggurat, his newly completed art deco tower. A new robot is being developed by his henchman Dr. Laughton (Junpei Takeguchi) to control all the machines in the world from Ziggurat. Japanese detective Shunsaku Ban (Kousei Tomita) and his nephew Kenichi (Kei Kobayashi) arrive in Metropolis in pursuit of Laughton and are plunged into Red's plot. When the duke's maniacal adopted son Rock (Kohki Okada) attacks Laughton's hidden lab, Kenichi and the waiflike android Tima (Yuka Imoto) flee into the city's subterranean slums and fall in love. Despite a protracted series of chases and violent shootouts, there's little excitement and less character development. Director Rintaro (Hayashi Shigeyuki) borrows heavily from Fritz Lang's 1926 Metropolis, Ridley Scott's Blade Runner, and Katsuhiro Otomo's Akira, but his staging makes much of the action hard to follow. The film takes an unintentionally hilarious turn when Ziggurat crumbles to Ray Charles's "I Can't Stop Loving You." The computer-generated skyscrapers, machines, and airships offer dazzling vistas of an overscaled and sinister deco-dystopia. But Tezuka's flat little characters, with their big eyes, round noses, and bubble-shaped feet, don't fit into that realistic three-dimensional environment. MPAA rating: PG. Contains considerable violence and grotesque imagery. --Charles Solomon		Sony Pictures	23-04-2002		30-07-2006										Rintaro	Yuka Imoto/ Kei Kobayashi/ Kouki Okada/ Jamieson Price/ Scott Weinger/ Tar&#x00f4; Ishida/ G&#x00f4; Nagai/ Tony Pope/ Junpei Takiguchi/ Toshio Furukawa/ Barbara Goodson/ Simon Prescott/ Robert Axelrod/ Melodee Spevack/ Dave Mallow/ William Knight (III)/ Mary Elizabeth McGlynn/ Michael Reisz/ Steven Jay Blum/ Brianne Siddall	Anamorphic/ Animated/ Closed-captioned/ Color/ Dolby/ Dubbed/ Subtitled/ NTSC/ 1.85:1/ DTS	PG-13	25-01-2002	109
movie							0738329027520	B00007L4MJ		Metropolis (Restored Authorized Edition)					DVD		Classics (Silents//Avant Garde)	$29.95	$30.00		4.31	Fritz Lang's Metropolis belongs to legend as much as to cinema. It's a milestone of sci-fi and German expressionism. Yet the story makes minimal sense, and the "theme" belongs in a fortune cookie; to experience the film's pagan power, you have to see the movie. But for decades we couldn't, not really--not with so many versions, all incomplete, often in public-domain prints like smudged photocopies. This Murnau Foundation restoration changes all that. Some shots, scenes, and subplots may be lost forever, but intertitles indicate how they fit into the original continuity and the characters' individual trajectories. Most crucially, the images are crisp, vibrant, and three-dimensional instead of murky and flattened. The composite sequences (the Tower of Babel, a sea of lusting eyes) have been restored to their hallucinatory ferocity. And there's one moment when you can see a bead of sweat roll down a man's cheek--in medium long-shot. --Richard T. Jameson 		Kino International	18-02-2003		20-02-2005										Fritz Lang	Alfred Abel/ Brigitte Helm	Black & White	NR	13-03-1927	
movie							0085392771820	B0000ALFVD		A Mighty Wind					DVD		Feature Film-comedy	$19.97	$14.99		4.05			Warner Home Video	23-09-2003		20-02-2005										Christopher Guest	Christopher Guest/ Harry Shearer/ Michael McKean/ Eugene Levy	Color/ Closed-captioned/ Widescreen/ Dolby	PG-13	09-05-2003	
movie							0674797805898	B0000A0WK0		Mike V's Greatest Hits					DVD		Sports Highlights	$19.98			5			Ventura Distribution	12-08-2003		20-02-2005											Mike Vallely	Color	NR	01-01-2003	
movie							0043396055520	B00005JMUK		Monster					DVD		Feature Film-drama	$19.94	$6.51		4.27			Columbia Tristar Hom	01-06-2004		17-04-2005										Patty Jenkins	Charlize Theron/ Christina Ricci/ Bruce Dern	Color/ Closed-captioned/ Widescreen/ Dolby/ DTS Surround Sound	R	30-01-2004	
